Model Version,Region,Sector,Technology,Type,PathwayScenario,Year,Value 
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HHI_DRI_EAF","TotalCapacity","GradualDevelopment_globalLimit","2018",3.43160627375487
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HHI_DRI_EAF","TotalCapacity","GradualDevelopment_globalLimit","2025",2.88530627375487
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HHI_DRI_EAF","TotalCapacity","GradualDevelopment_globalLimit","2030",2.38130627375487
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HHI_DRI_EAF","TotalCapacity","GradualDevelopment_globalLimit","2035",2.00330627375487
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HHI_DRI_EAF","TotalCapacity","GradualDevelopment_globalLimit","2040",0.1512
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HHI_DRI_EAF","TotalCapacity","GradualDevelopment_globalLimit","2045",0.0303
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HHI_DRI_EAF","NewCapacity","GradualDevelopment_globalLimit","2018",1.62530627375487
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HHI_Molten_Electrolysis","TotalCapacity","GradualDevelopment_globalLimit","2035",0.121487387519524
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HHI_Molten_Electrolysis","TotalCapacity","GradualDevelopment_globalLimit","2040",1.65272238915106
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HHI_Molten_Electrolysis","TotalCapacity","GradualDevelopment_globalLimit","2045",1.68689435096356
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HHI_Molten_Electrolysis","TotalCapacity","GradualDevelopment_globalLimit","2050",1.68689435096356
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HHI_Molten_Electrolysis","NewCapacity","GradualDevelopment_globalLimit","2035",0.121487387519524
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HHI_Molten_Electrolysis","NewCapacity","GradualDevelopment_globalLimit","2040",1.53123500163153
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HHI_Molten_Electrolysis","NewCapacity","GradualDevelopment_globalLimit","2045",0.0341719618124969
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HHI_Scrap_EAF","ResidualCapacity","GradualDevelopment_globalLimit","2018",1.8832
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HHI_Scrap_EAF","ResidualCapacity","GradualDevelopment_globalLimit","2025",1.3136
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HHI_Scrap_EAF","ResidualCapacity","GradualDevelopment_globalLimit","2030",0.7882
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HHI_Scrap_EAF","ResidualCapacity","GradualDevelopment_globalLimit","2035",0.3941
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HHI_Scrap_EAF","ResidualCapacity","GradualDevelopment_globalLimit","2040",0.1577
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HHI_Scrap_EAF","ResidualCapacity","GradualDevelopment_globalLimit","2045",0.0316
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HHI_Scrap_EAF","TotalCapacity","GradualDevelopment_globalLimit","2018",1.8832
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HHI_Scrap_EAF","TotalCapacity","GradualDevelopment_globalLimit","2025",3.44831502342803
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HHI_Scrap_EAF","TotalCapacity","GradualDevelopment_globalLimit","2030",6.06228637089852
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HHI_Scrap_EAF","TotalCapacity","GradualDevelopment_globalLimit","2035",7.73668892713829
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HHI_Scrap_EAF","TotalCapacity","GradualDevelopment_globalLimit","2040",8.62010165853475
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HHI_Scrap_EAF","TotalCapacity","GradualDevelopment_globalLimit","2045",8.88215009738873
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HHI_Scrap_EAF","TotalCapacity","GradualDevelopment_globalLimit","2050",8.6270016916172
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HHI_Scrap_EAF","NewCapacity","GradualDevelopment_globalLimit","2025",2.13471502342803
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HHI_Scrap_EAF","NewCapacity","GradualDevelopment_globalLimit","2030",3.13937134747049
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HHI_Scrap_EAF","NewCapacity","GradualDevelopment_globalLimit","2035",2.06850255623977
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HHI_Scrap_EAF","NewCapacity","GradualDevelopment_globalLimit","2040",1.11981273139647
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HHI_Scrap_EAF","NewCapacity","GradualDevelopment_globalLimit","2045",0.388148438853984
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HHI_Scrap_EAF","NewCapacity","GradualDevelopment_globalLimit","2050",1.91116661765649
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Biomass","ResidualCapacity","GradualDevelopment_globalLimit","2018",1.8011
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Biomass","ResidualCapacity","GradualDevelopment_globalLimit","2025",1.2563
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Biomass","ResidualCapacity","GradualDevelopment_globalLimit","2030",0.7538
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Biomass","ResidualCapacity","GradualDevelopment_globalLimit","2035",0.3769
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Biomass","ResidualCapacity","GradualDevelopment_globalLimit","2040",0.1508
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Biomass","ResidualCapacity","GradualDevelopment_globalLimit","2045",0.0302
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Biomass","TotalCapacity","GradualDevelopment_globalLimit","2018",1.8011
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Biomass","TotalCapacity","GradualDevelopment_globalLimit","2025",1.2563
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Biomass","TotalCapacity","GradualDevelopment_globalLimit","2030",0.7538
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Biomass","TotalCapacity","GradualDevelopment_globalLimit","2035",0.3769
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Biomass","TotalCapacity","GradualDevelopment_globalLimit","2040",0.1508
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Biomass","TotalCapacity","GradualDevelopment_globalLimit","2045",0.0719105872394594
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Biomass","TotalCapacity","GradualDevelopment_globalLimit","2050",0.0417105872394594
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Biomass","NewCapacity","GradualDevelopment_globalLimit","2045",0.0417105872394594
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Direct_Electric","ResidualCapacity","GradualDevelopment_globalLimit","2018",0.5911
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Direct_Electric","ResidualCapacity","GradualDevelopment_globalLimit","2025",0.4123
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Direct_Electric","ResidualCapacity","GradualDevelopment_globalLimit","2030",0.2474
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Direct_Electric","ResidualCapacity","GradualDevelopment_globalLimit","2035",0.1237
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Direct_Electric","ResidualCapacity","GradualDevelopment_globalLimit","2040",0.0495
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Direct_Electric","ResidualCapacity","GradualDevelopment_globalLimit","2045",0.0099
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Direct_Electric","TotalCapacity","GradualDevelopment_globalLimit","2018",0.5911
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Direct_Electric","TotalCapacity","GradualDevelopment_globalLimit","2025",0.4123
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Direct_Electric","TotalCapacity","GradualDevelopment_globalLimit","2030",0.2474
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Direct_Electric","TotalCapacity","GradualDevelopment_globalLimit","2035",0.1237
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Direct_Electric","TotalCapacity","GradualDevelopment_globalLimit","2040",0.175266252195104
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Direct_Electric","TotalCapacity","GradualDevelopment_globalLimit","2045",0.250844501859516
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Direct_Electric","TotalCapacity","GradualDevelopment_globalLimit","2050",0.274824205422365
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Direct_Electric","NewCapacity","GradualDevelopment_globalLimit","2040",0.125766252195104
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Direct_Electric","NewCapacity","GradualDevelopment_globalLimit","2045",0.115178249664412
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Direct_Electric","NewCapacity","GradualDevelopment_globalLimit","2050",0.0338797035628488
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Gas_Boiler","ResidualCapacity","GradualDevelopment_globalLimit","2018",15.7941
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Gas_Boiler","ResidualCapacity","GradualDevelopment_globalLimit","2025",11.0164
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Gas_Boiler","ResidualCapacity","GradualDevelopment_globalLimit","2030",6.6099
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Gas_Boiler","ResidualCapacity","GradualDevelopment_globalLimit","2035",3.305
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Gas_Boiler","ResidualCapacity","GradualDevelopment_globalLimit","2040",1.322
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Gas_Boiler","ResidualCapacity","GradualDevelopment_globalLimit","2045",0.2644
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Gas_Boiler","TotalCapacity","GradualDevelopment_globalLimit","2018",15.7941
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Gas_Boiler","TotalCapacity","GradualDevelopment_globalLimit","2025",11.0164
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Gas_Boiler","TotalCapacity","GradualDevelopment_globalLimit","2030",6.6099
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Gas_Boiler","TotalCapacity","GradualDevelopment_globalLimit","2035",3.305
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Gas_Boiler","TotalCapacity","GradualDevelopment_globalLimit","2040",1.322
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Gas_Boiler","TotalCapacity","GradualDevelopment_globalLimit","2045",0.2644
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Gas_Boiler","TotalCapacity","GradualDevelopment_globalLimit","2050",0.0783665529420483
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Gas_Boiler","NewCapacity","GradualDevelopment_globalLimit","2050",0.0783665529420483
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Hardcoal","ResidualCapacity","GradualDevelopment_globalLimit","2018",0.0202
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Hardcoal","ResidualCapacity","GradualDevelopment_globalLimit","2025",0.0142
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Hardcoal","ResidualCapacity","GradualDevelopment_globalLimit","2030",0.0086
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Hardcoal","ResidualCapacity","GradualDevelopment_globalLimit","2035",0.0043
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Hardcoal","ResidualCapacity","GradualDevelopment_globalLimit","2040",0.0018
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Hardcoal","ResidualCapacity","GradualDevelopment_globalLimit","2045",0.0004
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Hardcoal","TotalCapacity","GradualDevelopment_globalLimit","2018",0.0202
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Hardcoal","TotalCapacity","GradualDevelopment_globalLimit","2025",0.0142
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Hardcoal","TotalCapacity","GradualDevelopment_globalLimit","2030",0.0086
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Hardcoal","TotalCapacity","GradualDevelopment_globalLimit","2035",0.0043
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Hardcoal","TotalCapacity","GradualDevelopment_globalLimit","2040",0.0018
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Hardcoal","TotalCapacity","GradualDevelopment_globalLimit","2045",0.0004
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Oil_Boiler","ResidualCapacity","GradualDevelopment_globalLimit","2018",1.7113
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Oil_Boiler","ResidualCapacity","GradualDevelopment_globalLimit","2025",1.1937
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Oil_Boiler","ResidualCapacity","GradualDevelopment_globalLimit","2030",0.7163
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Oil_Boiler","ResidualCapacity","GradualDevelopment_globalLimit","2035",0.3582
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Oil_Boiler","ResidualCapacity","GradualDevelopment_globalLimit","2040",0.1433
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Oil_Boiler","ResidualCapacity","GradualDevelopment_globalLimit","2045",0.0287
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Oil_Boiler","TotalCapacity","GradualDevelopment_globalLimit","2018",1.7113
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Oil_Boiler","TotalCapacity","GradualDevelopment_globalLimit","2025",1.1937
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Oil_Boiler","TotalCapacity","GradualDevelopment_globalLimit","2030",0.7163
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Oil_Boiler","TotalCapacity","GradualDevelopment_globalLimit","2035",0.3582
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Oil_Boiler","TotalCapacity","GradualDevelopment_globalLimit","2040",0.1433
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Oil_Boiler","TotalCapacity","GradualDevelopment_globalLimit","2045",0.0287
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Biomass","ResidualCapacity","GradualDevelopment_globalLimit","2018",0.5746
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Biomass","ResidualCapacity","GradualDevelopment_globalLimit","2025",0.4009
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Biomass","ResidualCapacity","GradualDevelopment_globalLimit","2030",0.2406
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Biomass","ResidualCapacity","GradualDevelopment_globalLimit","2035",0.1203
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Biomass","ResidualCapacity","GradualDevelopment_globalLimit","2040",0.0482
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Biomass","ResidualCapacity","GradualDevelopment_globalLimit","2045",0.0097
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Biomass","TotalCapacity","GradualDevelopment_globalLimit","2018",1.04319965976997
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Biomass","TotalCapacity","GradualDevelopment_globalLimit","2025",2.14973166015729
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Biomass","TotalCapacity","GradualDevelopment_globalLimit","2030",1.98943166015729
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Biomass","TotalCapacity","GradualDevelopment_globalLimit","2035",1.86913166015729
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Biomass","TotalCapacity","GradualDevelopment_globalLimit","2040",2.54777005707018
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Biomass","TotalCapacity","GradualDevelopment_globalLimit","2045",2.50927005707018
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Biomass","TotalCapacity","GradualDevelopment_globalLimit","2050",2.03097039730021
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Biomass","NewCapacity","GradualDevelopment_globalLimit","2018",0.468599659769975
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Biomass","NewCapacity","GradualDevelopment_globalLimit","2025",1.28023200038731
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Biomass","NewCapacity","GradualDevelopment_globalLimit","2040",0.750738396912898
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Gas","ResidualCapacity","GradualDevelopment_globalLimit","2018",62.9896
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Gas","ResidualCapacity","GradualDevelopment_globalLimit","2025",43.9353
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Gas","ResidualCapacity","GradualDevelopment_globalLimit","2030",26.3612
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Gas","ResidualCapacity","GradualDevelopment_globalLimit","2035",13.1806
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Gas","ResidualCapacity","GradualDevelopment_globalLimit","2040",5.2723
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Gas","ResidualCapacity","GradualDevelopment_globalLimit","2045",1.0545
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Gas","TotalCapacity","GradualDevelopment_globalLimit","2018",62.9896
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Gas","TotalCapacity","GradualDevelopment_globalLimit","2025",43.9353
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Gas","TotalCapacity","GradualDevelopment_globalLimit","2030",26.3612
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Gas","TotalCapacity","GradualDevelopment_globalLimit","2035",13.1806
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Gas","TotalCapacity","GradualDevelopment_globalLimit","2040",7.68712527730038
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Gas","TotalCapacity","GradualDevelopment_globalLimit","2045",6.66148335865705
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Gas","TotalCapacity","GradualDevelopment_globalLimit","2050",5.60698335865705
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Gas","NewCapacity","GradualDevelopment_globalLimit","2040",2.41482527730038
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Gas","NewCapacity","GradualDevelopment_globalLimit","2045",3.19215808135668
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_HardCoal","ResidualCapacity","GradualDevelopment_globalLimit","2018",1.4202
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_HardCoal","ResidualCapacity","GradualDevelopment_globalLimit","2025",0.9907
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_HardCoal","ResidualCapacity","GradualDevelopment_globalLimit","2030",0.5945
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_HardCoal","ResidualCapacity","GradualDevelopment_globalLimit","2035",0.2973
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_HardCoal","ResidualCapacity","GradualDevelopment_globalLimit","2040",0.119
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_HardCoal","ResidualCapacity","GradualDevelopment_globalLimit","2045",0.0238
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_HardCoal","TotalCapacity","GradualDevelopment_globalLimit","2018",2.93604207839027
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_HardCoal","TotalCapacity","GradualDevelopment_globalLimit","2025",3.99508398722434
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_HardCoal","TotalCapacity","GradualDevelopment_globalLimit","2030",3.59888398722434
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_HardCoal","TotalCapacity","GradualDevelopment_globalLimit","2035",3.30168398722434
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_HardCoal","TotalCapacity","GradualDevelopment_globalLimit","2040",3.12338398722434
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_HardCoal","TotalCapacity","GradualDevelopment_globalLimit","2045",3.02818398722434
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_HardCoal","TotalCapacity","GradualDevelopment_globalLimit","2050",1.48854190883407
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_HardCoal","NewCapacity","GradualDevelopment_globalLimit","2018",1.51584207839027
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_HardCoal","NewCapacity","GradualDevelopment_globalLimit","2025",1.48854190883407
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Oil","ResidualCapacity","GradualDevelopment_globalLimit","2018",1.6119
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Oil","ResidualCapacity","GradualDevelopment_globalLimit","2025",1.1244
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Oil","ResidualCapacity","GradualDevelopment_globalLimit","2030",0.6747
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Oil","ResidualCapacity","GradualDevelopment_globalLimit","2035",0.3374
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Oil","ResidualCapacity","GradualDevelopment_globalLimit","2040",0.135
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Oil","ResidualCapacity","GradualDevelopment_globalLimit","2045",0.027
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Oil","TotalCapacity","GradualDevelopment_globalLimit","2018",1.6119
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Oil","TotalCapacity","GradualDevelopment_globalLimit","2025",1.1244
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Oil","TotalCapacity","GradualDevelopment_globalLimit","2030",0.6747
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Oil","TotalCapacity","GradualDevelopment_globalLimit","2035",0.3374
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Oil","TotalCapacity","GradualDevelopment_globalLimit","2040",0.135
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Oil","TotalCapacity","GradualDevelopment_globalLimit","2045",0.027
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Steam_Electric","ResidualCapacity","GradualDevelopment_globalLimit","2018",0.1642
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Steam_Electric","ResidualCapacity","GradualDevelopment_globalLimit","2025",0.1146
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Steam_Electric","ResidualCapacity","GradualDevelopment_globalLimit","2030",0.0688
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Steam_Electric","ResidualCapacity","GradualDevelopment_globalLimit","2035",0.0344
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Steam_Electric","ResidualCapacity","GradualDevelopment_globalLimit","2040",0.0138
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Steam_Electric","ResidualCapacity","GradualDevelopment_globalLimit","2045",0.0028
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Steam_Electric","TotalCapacity","GradualDevelopment_globalLimit","2018",4.0153528134689
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Steam_Electric","TotalCapacity","GradualDevelopment_globalLimit","2025",5.75281600969556
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Steam_Electric","TotalCapacity","GradualDevelopment_globalLimit","2030",6.71306552769749
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Steam_Electric","TotalCapacity","GradualDevelopment_globalLimit","2035",7.5501430781511
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Steam_Electric","TotalCapacity","GradualDevelopment_globalLimit","2040",8.15259941756382
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Steam_Electric","TotalCapacity","GradualDevelopment_globalLimit","2045",8.14159941756382
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Steam_Electric","TotalCapacity","GradualDevelopment_globalLimit","2050",8.79630516814978
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Steam_Electric","NewCapacity","GradualDevelopment_globalLimit","2018",3.8511528134689
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Steam_Electric","NewCapacity","GradualDevelopment_globalLimit","2025",1.78706319622666
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Steam_Electric","NewCapacity","GradualDevelopment_globalLimit","2030",1.00604951800193
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Steam_Electric","NewCapacity","GradualDevelopment_globalLimit","2035",0.871477550453613
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Steam_Electric","NewCapacity","GradualDevelopment_globalLimit","2040",0.62305633941271
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HMI_Steam_Electric","NewCapacity","GradualDevelopment_globalLimit","2050",4.50865856405486
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Convert_DH","TotalCapacity","GradualDevelopment_globalLimit","2018",3.74147484506516
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Convert_DH","TotalCapacity","GradualDevelopment_globalLimit","2025",3.74147484506516
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Convert_DH","TotalCapacity","GradualDevelopment_globalLimit","2030",3.74147484506516
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Convert_DH","TotalCapacity","GradualDevelopment_globalLimit","2035",3.74147484506516
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Convert_DH","TotalCapacity","GradualDevelopment_globalLimit","2040",3.74147484506516
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Convert_DH","TotalCapacity","GradualDevelopment_globalLimit","2045",3.74147484506516
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Convert_DH","TotalCapacity","GradualDevelopment_globalLimit","2050",4.78520236121564
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Convert_DH","NewCapacity","GradualDevelopment_globalLimit","2018",3.74147484506516
"oE_GradualDevelopment_efect_244_h0","ES","Industry","HLI_Convert_DH","NewCapacity","GradualDevelopment_globalLimit","2050",1.04372751615048
"oE_GradualDevelopment_efect_244_h0","ES","Buildings","HLR_Biomass","ResidualCapacity","GradualDevelopment_globalLimit","2018",5.9816
"oE_GradualDevelopment_efect_244_h0","ES","Buildings","HLR_Biomass","ResidualCapacity","GradualDevelopment_globalLimit","2025",4.1723
"oE_GradualDevelopment_efect_244_h0","ES","Buildings","HLR_Biomass","ResidualCapacity","GradualDevelopment_globalLimit","2030",2.5034
"oE_GradualDevelopment_efect_244_h0","ES","Buildings","HLR_Biomass","ResidualCapacity","GradualDevelopment_globalLimit","2035",1.2517
"oE_GradualDevelopment_efect_244_h0","ES","Buildings","HLR_Biomass","ResidualCapacity","GradualDevelopment_globalLimit","2040",0.5007
"oE_GradualDevelopment_efect_244_h0","ES","Buildings","HLR_Biomass","ResidualCapacity","GradualDevelopment_globalLimit","2045",0.1002
"oE_GradualDevelopment_efect_244_h0","ES","Buildings","HLR_Biomass","TotalCapacity","GradualDevelopment_globalLimit","2018",5.9816
"oE_GradualDevelopment_efect_244_h0","ES","Buildings","HLR_Biomass","TotalCapacity","GradualDevelopment_globalLimit","2025",4.1723
